TAG,TEXT,LINK
<p>,"The Punjab Engineering College (Deemed to be University), Chandigarh offers four-year Bachelor degree programmes in Aerospace Engineering, Civil Engineering, Computer Science and Engineering, Electrical Engineering, Electronics and Communication Engineering, Mechanical Engineering, Materials and Metallurgical Engineering, Production and Industrial Engineering. Master of Technology is offered in Civil Engineering (Transportation Engineering), Civil Engineering (Water Resources Engineering), Civil Engineering (Structural Engineering), Civil Engineering (Environmental Engineering) – an interdisciplinary programme, Computer Science and Engineering, Computer Science and Engineering (Information Security) – a self-supporting programme, Electrical Engineering, Electronics Engineering (VLSI Design), Mechanical Engineering, Industrial Materials and Metallurgy, Production and Industrial Engineering, Total Quality Engineering and Management - a self-supporting, interdisciplinary programme and Industrial Design - a self-supporting, interdisciplinary programme.","https://pec.ac.in/programmes"
<p>,"At the postgraduate level, the college offers a 4 semester programme leading to the degree of Master of Technology (M.Tech) in different disciplines. The admission to these courses is based on the percentile score of applicants in the Graduate Aptitude Test in Engineering (GATE). A special provision exists for 6 semester part-time ME courses for the candidates sponsored by the industry and the various Government organizations. Facilities for doctoral research are available in all departments.","https://pec.ac.in/programmes"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/programmes"
<p>,"Quick Links","https://pec.ac.in/programmes/ug/structure"
<p>,"","https://pec.ac.in/programmes/ug/structure"
<p>,"Four year undergraduate programmes leading to the degree of Bachelor of Technology (B. Tech.) are offered in the following disciplines:","https://pec.ac.in/programmes/ug/structure"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/programmes/ug/structure"
<p>,"Quick Links","https://pec.ac.in/programmes/pg/structure"
<p>,"","https://pec.ac.in/programmes/pg/structure"
<p>,"Two year programmes leading to the degree of Master of Technology (M. Tech.) are offered in the following disciplines:","https://pec.ac.in/programmes/pg/structure"
<p>,"","https://pec.ac.in/programmes/pg/structure"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/programmes/pg/structure"
<p>,"Quick Links","https://pec.ac.in/programmes/phd"
<p>,"","https://pec.ac.in/programmes/phd"
<p>,"The Punjab Engineering College (Deemed to be University) has a mission to develop high quality science and engineering specialists having strong base of principles of science and the scientific methods,deep understanding of their chosen areas of specialization, the motivation to learn continually,interact with multi-disciplinary groups and to handle new challenges offered by the front-end technologies. The PhD Programme is designed to impart knowledge, and to consolidate concepts andintellectual skills through courses, seminars, projects, and thesis work. Above all, it helps thescholars to develop the capacity for free and objective enquiry, courage and integrity, awarenessand sensitivity to the needs and aspirations of the society. The Programme provides the candidates with an enabling research experience duringtheir stay in the Institute, thereby helping them to enter their professional life with right perspective and knowledge related to their respective fields of specialization.","https://pec.ac.in/programmes/phd"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/programmes/phd"
<p>,"Quick Links","https://pec.ac.in/programmes/student-support"
<p>,"","https://pec.ac.in/programmes/student-support"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/programmes/student-support"
<p>,"Quick Links","https://pec.ac.in/programmes/accreditation"
<p>,"","https://pec.ac.in/programmes/accreditation"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/programmes/accreditation"
<p>,"Quick Links","https://pec.ac.in/programmes/scholarships"
<p>,"","https://pec.ac.in/programmes/scholarships"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/programmes/scholarships"
<p>,"Quick Links","https://pec.ac.in/iqac/aqar-reports"
<p>,"","https://pec.ac.in/iqac/aqar-reports"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/iqac/aqar-reports"
<p>,"Quick Links","https://pec.ac.in/admissions"
<p>,"","https://pec.ac.in/admissions"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/admissions"
<p>,"Quick Links","https://pec.ac.in/academic-units"
<p>,"","https://pec.ac.in/academic-units"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/academic-units"
<p>,"Quick Links","https://pec.ac.in/departments"
<p>,"","https://pec.ac.in/departments"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/departments"
<p>,"Quick Links","https://pec.ac.in/centres"
<p>,"","https://pec.ac.in/centres"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/centres"
<p>,"","https://pec.ac.in/research/overview"
<p>,"Quick Links","https://pec.ac.in/research/overview"
<p>,"","https://pec.ac.in/research/overview"
<p>,"","https://pec.ac.in/research/overview"
<p>,"Punjab Engineering College (Deemed to be University) imparts quality and socially relevant education in engineering at undergraduate, postgraduate and doctorate levels. Faculty and students of its department are involved in research activities of interest to society and industry. Our curricula derive its strength from the design and project contents.","https://pec.ac.in/research/overview"
<p>,"We strive to strengthen further our research programs as well our relationship with industry by supporting our faculty and students to work on sponsored research and industrial projects and consultancy. We encourage collaborative programs, which enhance interaction of our faculty and students with industry.","https://pec.ac.in/research/overview"
<p>,"Sponsored projects, In-house projects, consultancy and collaborations with industry and academia are important modes through which our faculty and students contribute towards knowledge and technology. Our institute provides financial assistance to its faculty and students to present the outcome of their research projects in national and international conferences in India and abroad. Our faculty engaged in helping society offers short term courses as well training programs for industry, institutes and organizations. Office of Dean Sponsored Research & Industrial Consultancy provides administrative and managerial support for the operation of Sponsored research, In-house Projects, Consultancy and other activities of the institute. It promotes and manages Institute-Industry interaction and provides helping hand in establishing collaborative programmes of interest to Institute and Industry. Faculty and students are encouraged to take up hands on industrial problems as consultancy projects to enrich their problem solving skills.","https://pec.ac.in/research/overview"
<p>,"The institute website provides information on its resources and activities. It is an opportune moment to invite potential Industries and other academic and research organizations to explore their relation with Punjab Engineering College (Deemed to be University), Chandigarh.","https://pec.ac.in/research/overview"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/research/overview"
<p>,"Quick Links","https://pec.ac.in/research-groups"
<p>,"","https://pec.ac.in/research-groups"
<p>,"Research programs concern work undertaken by faculty members or specific research groups within various Engineering and Applied Sciences. Research is carried out by scholars admitted into these departmental Programmes, under the guidance of their faculty. Current research activity of the institute is focused mainly on the following thrust area.","https://pec.ac.in/research-groups"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/research-groups"
<p>,"Quick Links","https://pec.ac.in/sponsored-research"
<p>,"","https://pec.ac.in/sponsored-research"
<p>,"The institute encourages its faculty to undertake research in the field of science and technology through sponsored projects. At present faculty along with research scholars and research fellows are engaged in sponsored project of 2 to 5 years duration funded by Government agencies. Some of them are Department of Science and Technology, Department of Information Technology, Indo-French Centre for the Promotion of Advanced Research, CSIR, AICTE, SASE and Chandigarh Administration.","https://pec.ac.in/sponsored-research"
<p>,"Some of the ongoing and recently completed projects are:","https://pec.ac.in/sponsored-research"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/sponsored-research"
<p>,"Quick Links","https://pec.ac.in/house-projects"
<p>,"","https://pec.ac.in/house-projects"
<p>,"PEC University of Technology encourages its faculty to undertake in-house research projects by providing them internal funding for creation/enhancement of facility, which is useful to research students (M. Tech & PhD) as well as to the needs of the industry.","https://pec.ac.in/house-projects"
<p>,"In-house Projects Status:","https://pec.ac.in/house-projects"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/house-projects"
<p>,"Quick Links","https://pec.ac.in/consultancy"
<p>,"","https://pec.ac.in/consultancy"
<p>,"The faculty at PEC University of Technology has expertise in various research areas of interest to the industry. The institute encourages its faculty to undertake consultancy work through which the faculty contributes toward the industrial growth, strengthen institute-industry interface and enrich their professional experience. The Research Planning and Development acts as a liaison between the institute and industry/ government bodies to undertake projects with specific problem, which are generally of short duration. Some of the Industries are Philips, Luminous, Metelex.","https://pec.ac.in/consultancy"
<p>,"Broadly the following types of consultancy services being offered is given below:","https://pec.ac.in/consultancy"
<p>,"Anybody from Industry/ External Agency can contact the Institute to solve problems in almost every discipline of engineering, technology and science. The Institute through its faculty can handle such external requests of the industry/ agency that can come under the term consultancy in its broader sense.","https://pec.ac.in/consultancy"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/consultancy"
<p>,"Quick Links","https://pec.ac.in/courses-and-conferences"
<p>,"","https://pec.ac.in/courses-and-conferences"
<p>,"Courses","https://pec.ac.in/courses-and-conferences"
<p>,"S.No","https://pec.ac.in/courses-and-conferences"
<p>,"Name of Course","https://pec.ac.in/courses-and-conferences"
<p>,"Name of the Coordinator","https://pec.ac.in/courses-and-conferences"
<p>,"Deptt.","https://pec.ac.in/courses-and-conferences"
<p>,"Duration","https://pec.ac.in/courses-and-conferences"
<p>,"1","https://pec.ac.in/courses-and-conferences"
<p>,"Six Sigma & Research Methodology","https://pec.ac.in/courses-and-conferences"
<p>,"Prof. P. S. Satsangi","https://pec.ac.in/courses-and-conferences"
<p>,"","https://pec.ac.in/courses-and-conferences"
<p>,"Mechanical","https://pec.ac.in/courses-and-conferences"
<p>,"20/12/2010 to 24/12/2010","https://pec.ac.in/courses-and-conferences"
<p>,"2","https://pec.ac.in/courses-and-conferences"
<p>,"Design of Embedded Systems","https://pec.ac.in/courses-and-conferences"
<p>,"Prof. Neelu Jain","https://pec.ac.in/courses-and-conferences"
<p>,"E&EC","https://pec.ac.in/courses-and-conferences"
<p>,"4/6/2010 to","https://pec.ac.in/courses-and-conferences"
<p>,"5/6/2010","https://pec.ac.in/courses-and-conferences"
<p>,"3","https://pec.ac.in/courses-and-conferences"
<p>,"Refresher Course in “Mechanical Engineering”","https://pec.ac.in/courses-and-conferences"
<p>,"Prof. Sushant Samir","https://pec.ac.in/courses-and-conferences"
<p>,"Mechanical","https://pec.ac.in/courses-and-conferences"
<p>,"29/12/2011 to","https://pec.ac.in/courses-and-conferences"
<p>,"11/01/2012","https://pec.ac.in/courses-and-conferences"
<p>,"4","https://pec.ac.in/courses-and-conferences"
<p>,"Flights Mechanics & Recent Developments","https://pec.ac.in/courses-and-conferences"
<p>,"Prof. Rakesh Kumar","https://pec.ac.in/courses-and-conferences"
<p>,"Aeronautical","https://pec.ac.in/courses-and-conferences"
<p>,"3/12/2012 to 07/12/2012","https://pec.ac.in/courses-and-conferences"
<p>,"5","https://pec.ac.in/courses-and-conferences"
<p>,"Faculty Development progremme with INFOSYS","https://pec.ac.in/courses-and-conferences"
<p>,"Prof. Sanjeev Sofat","https://pec.ac.in/courses-and-conferences"
<p>,"CS&E","https://pec.ac.in/courses-and-conferences"
<p>,"12/9/2012 to","https://pec.ac.in/courses-and-conferences"
<p>,"14/9/2012","https://pec.ac.in/courses-and-conferences"
<p>,"6","https://pec.ac.in/courses-and-conferences"
<p>,"Short Term Course on Applications of PLC in Mechatronics","https://pec.ac.in/courses-and-conferences"
<p>,"Prof. Balwinder Singh","https://pec.ac.in/courses-and-conferences"
<p>,"Electrical","https://pec.ac.in/courses-and-conferences"
